KRL_reactionary;Kokoomus;Kokoomus;Kokoomus;;Kokoomus;;;;;;;;;
KRL_socialist;Sosiaalidemokraatit;Sosiaalidemokraatit;Sosiaalidemokraatit;;Sosiaalidemokraatit;;;;;;;;;
KRL_anarcho_liberal;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;;Aktivistinen vastustuspuolue;;;;;;;;;
KRL_communist;Punakaarti;Punakaarti;Punakaarti;;Punakaarti;;;;;;;;;
KRL_fascist;Fascists;Fascistes;Faschisten;;Fascistas;;;;;;;;;
KRN;Madurai;;;;;;;;;;;;;
KRN_ADJ;Tamil;;;;;;;;;;;;;
KRN_democracy;Tamil Nadu;;;;;;;;;;;;;
KRN_democracy_ADJ;Tamil;;;;;;;;;;;;;
KRN_french_bourbon;Tamil Nadu;;;;;;;;;;;;;
KRN_french_bourbon_ADJ;Tamil;;;;;;;;;;;;;
KRN_bourgeois_dictatorship;Tamil Nadu;;;;;;;;;;;;;
KRN_bourgeois_dictatorship_ADJ;Tamil;;;;;;;;;;;;;
KRN_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
KRN_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KRN_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KRN_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KRN_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KRN_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KRN_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KRY;Krasnoyarsk;;;;;;;;;;;;;
KRY_ADJ;Ugrian;;;;;;;;;;;;;
KRY_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
KRY_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KRY_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KRY_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KRY_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KRY_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KRY_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
KTI;Kutai;;;;;;;;;;;;;
KTI_ADJ;Kutain;;;;;;;;;;;;;
KTI_liberal;The Liberal Faction;;;;;;;;;;;;;
KTI_reactionary;The Nationalist Faction;;;;;;;;;;;;;
KTI_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
KTI_socialist;The Socialist Faction;;;;;;;;;;;;;
KTI_communist;The Communist Faction;;;;;;;;;;;;;
KTI_fascist;The Fascist Faction;;;;;;;;;;;;;
KYR;Kyrgyzstan;;;;;;;;;;;;;
KYR_ADJ;Kyrgyz;;;;;;;;;;;;;
KYR_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
KYR_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
KYR_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
KYR_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
KYR_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
KYR_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
KYR_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
LAN;Lanfang;;;;;;;;;;;;;
LAN_ADJ;Lanfang;;;;;;;;;;;;;
LAN_conservative;Conservative Kongsi;;;;;;;;;;;;;
LAN_liberal;Liberal Kongsi;;;;;;;;;;;;;
LAN_reactionary;Nationalist Kongsi;;;;;;;;;;;;;
LAN_anarcho_liberal;Radical Kongsi;;;;;;;;;;;;;
LAN_socialist;Socialist Kongsi;;;;;;;;;;;;;
LAN_communist;The Communist Kongsi;;;;;;;;;;;;;
LAN_fascist;Fascist Kongsi;;;;;;;;;;;;;
LBY;Libya;;;;;;;;;;;;;
LBY_ADJ;Libyan;;;;;;;;;;;;;
LBN;Lebanon;;;;;;;;;;;;;
LBN_ADJ;Lebanese;;;;;;;;;;;;;
LBN_liberal;Harakat al-Tajaddod al-Dimoqrati;;;;;;;;;;;;;
LBN_conservative;At-Tayyar al-Watani al-Horr;;;;;;;;;;;;;
LBN_socialist;Hizb al-Taqadummi al-Ishtiraki;;;;;;;;;;;;;
LBN_reactionary;Harakat al-Qawmiyyin al-Arab;;;;;;;;;;;;;
LBN_anarcho_liberal;Hizb al-Wataniyyin al-Ahrar;;;;;;;;;;;;;
LBN_communist;Al-Hizb al-Shooyoo'i al-Lubnani;;;;;;;;;;;;;
LBN_fascist;Phalanges Libanaises;;;;;;;;;;;;;
LNA;Lan Na;Lan Na;LanNa;Lan Na;Lanna;Lan Na;LanNa;Lan Na;;;;;;
LNA_ADJ;Lan Nan;lan nan;Lan Nan;Lan Nan;de Lanna;Lan Nan;Lan Nan;Lanansk˝;;;;;;
LNN_conservative;Royal Faction;;;;;;;;;;;;;
LNN_liberal;The Liberal Faction;;;;;;;;;;;;;
LNN_reactionary;The Nationalist Faction;;;;;;;;;;;;;
LNN_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
LNN_socialist;The Socialist Faction;;;;;;;;;;;;;
LNN_communist;The Communist Faction;;;;;;;;;;;;;
LNN_fascist;The Fascist Faction;;;;;;;;;;;;;
LOM_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
LOM_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
LOM_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
LOM_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
LOM_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
LOM_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
LOM_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
LOM_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
LOR;Lorraine;;;;;;;;;;;;;
LOR_ADJ;Lorrainian;;;;;;;;;;;;;
LOR_french_bourbon;Lotharingia;;;;;;;;;;;;;
LOR_french_bourbon_ADJ;Lotharingian;;;;;;;;;;;;;
LOS;Los Altos;;;;;;;;;;;;;
LOS_ADJ;Losaltan;;;;;;;;;;;;;
LOS_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
LOS_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
LOS_reactionary;Partido Nationalist;Partido nationaliste;Partido Nationalist;;;;;;;;;;;
LOS_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
LOS_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
LOS_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
LOS_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
LPL;United Provinces;;;;;;;;;;;;;
LPL_ADJ;Platine;;;;;;;;;;;;;
LSK;Alaska;;;;;;;;;;;;;
LSK_ADJ;Alaskan;;;;;;;;;;;;;
LSK_reactionary;Nationalist Party;;;;;;;;;;;;;
LSK_conservative;Democratic Party;;;;;;;;;;;;;
LSK_liberal;Republican Party;;;;;;;;;;;;;
LSK_anarcho_liberal;Liberal Economists;;;;;;;;;;;;;
LSK_socialist;Socialist Party;;;;;;;;;;;;;
LSK_communist;Bolsheviks;;;;;;;;;;;;;
LSK_fascist;Northern Futurists;;;;;;;;;;;;;
LUI;Saint Lucia;;;;;;;;;;;;;
LUI_ADJ;Lucian;;;;;;;;;;;;;
LUZ;Lusatia;;;;;;;;;;;;;
LUZ_ADJ;Lusatian;;;;;;;;;;;;;
LUZ_conservative;Conservative Party;;;;;;;;;;;;;
LUZ_liberal;Liberal Party;;;;;;;;;;;;;
LUZ_reactionary;Nationalist Party;;;;;;;;;;;;;
LUZ_anarcho_liberal;Radical Party;;;;;;;;;;;;;
LUZ_socialist;Socialist Party;;;;;;;;;;;;;
LUZ_communist;Communist Party;;;;;;;;;;;;;
LUZ_fascist;Fascist Party;;;;;;;;;;;;;
LXA_democracy;Laos;;;;;;;;;;;;;
LXA_democracy_ADJ;Lao;;;;;;;;;;;;;
LXA_french_bourbon;Lao People's Republic;;;;;;;;;;;;;
LXA_french_bourbon_ADJ;Lao;;;;;;;;;;;;;
LXA;Laos;;;;;;;;;;;;;
LXA_absolute_monarchy;Lan Xang;;;;;;;;;;;;;
LXA_absolute_monarchy_ADJ;Lan Xangi;;;;;;;;;;;;;
LXA_conservative;Royal Faction;;;;;;;;;;;;;
LXA_liberal;The Liberal Faction;;;;;;;;;;;;;
LXA_reactionary;The Nationalist Faction;;;;;;;;;;;;;
LXA_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
LXA_socialist;The Socialist Faction;;;;;;;;;;;;;
LXA_communist;The Communist Faction;;;;;;;;;;;;;
LXA_fascist;The Fascist Faction;;;;;;;;;;;;;
MAH;Maratha Confederacy;;;;;;;;;;;;;
MAH_absolute_monarchy;Maratha Empire;;;;;;;;;;;;;
MAH_ADJ;Marathan;;;;;;;;;;;;;
MAH_conservative;Royal Faction;;;;;;;;;;;;;
MAH_liberal;The Liberal Faction;;;;;;;;;;;;;
MAH_reactionary;The Nationalist Faction;;;;;;;;;;;;;
MAH_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
MAH_socialist;The Socialist Faction;;;;;;;;;;;;;
MAH_communist;Communist Faction;;;;;;;;;;;;;
MAH_fascist;The Fascist Faction;;;;;;;;;;;;;
MAL;Maluku;;;;;;;;;;;;;
MAL_absolute_monarchy;Tidore Sultanate;;;;;;;;;;;;;
MAL_prussian_constitutionalism;Tidore Sultanate;;;;;;;;;;;;;
MAL_hms_government;Tidore Sultanate;;;;;;;;;;;;;
MAL_ADJ;Moluccan;;;;;;;;;;;;;
MAR;Marianas;Marianas;Marianas;;;;;;;;;;;
MAR_ADJ;Marianan;Marianan;Marianan;;;;;;;;;;;
MCD;Macedonia;;;;;;;;;;;;;
MCD_ADJ;Macedonian;;;;;;;;;;;;;
MDR;Madeiras;;;;;;;;;;;;;
MDR_ADJ;Madeiran;;;;;;;;;;;;;
MDR_conservative;Partido Conservador;;;;;;;;;;;;;
MDR_liberal;Partido Liberal;;;;;;;;;;;;;
MDR_reactionary;Partido Real;;;;;;;;;;;;;
MDR_socialist;Partido Socialist;;;;;;;;;;;;;
MDR_communist;Partido Communist;;;;;;;;;;;;;
MDR_anarcho_liberal;Partido Anarchist;;;;;;;;;;;;;
MDR_fascist;Fascistos;;;;;;;;;;;;;
MDV;Bessarabia;;;;;;;;;;;;;
MDV_ADJ;Bessarabian;;;;;;;;;;;;;
MGH;Maghreb;;;;;;;;;;;;;
MGH_ADJ;Maghrebi;;;;;;;;;;;;;
MLI;Mali;;;;;;;;;;;;;
MLI_ADJ;Malian;;;;;;;;;;;;;
MLI_absolute_monarchy;Mali Empire;;;;;;;;;;;;;
MLI_prussian_constitutionalism;Mali Empire;;;;;;;;;;;;;
MLI_hms_government;Mali Empire;;;;;;;;;;;;;
MLI_french_bourbon;Mali;;;;;;;;;;;;;
MLI_liberal;African Regroupment Party;;;;;;;;;;;;;
MLI_anarcho_liberal;Party for Unity, Democracy and Progress;;;;;;;;;;;;;
MLI_conservative;Progressive Party;;;;;;;;;;;;;
MLI_reactionary;UDPM;;;;;;;;;;;;;
MLI_socialist;Alliance for Democracy;;;;;;;;;;;;;
MLI_communist;Party of Labor;;;;;;;;;;;;;
MLI_fascist;Patriotic Movement for Renewal;;;;;;;;;;;;;
MLT;Malta;;;;;;;;;;;;;
MLT_ADJ;Maltese;;;;;;;;;;;;;
MLT_conservative;Partit Nazzjonalista;Partit Nazzjonalista;Partit Nazzjonalista;;;;;;;;;;;
MLT_liberal;Constitutional Party;Constitutional Party;Constitutional Party;;;;;;;;;;;
MLT_reactionary;Azzjoni Nazzjonali;Azzjoni Nazzjonali;Azzjoni Nazzjonali;;;;;;;;;;;
MLT_socialist;Partit Laburista;Partit Laburista;Partit Laburista;;;;;;;;;;;
MLT_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
MLT_anarcho_liberal;Alpha Partit Liberali;Alpha Partit Liberali;Alpha Partit Liberali;;;;;;;;;;;
MLT_fascist;Imperium Europa;Imperium Europa;Imperium Europa;;;;;;;;;;;
MLW;Malawi;;;;;;;;;;;;;
MLW_ADJ;Malawian;;;;;;;;;;;;;
MLW_absolute_monarchy;Malwa;;;;;;;;;;;;;
MLW_prussian_constitutionalism;Malwa;;;;;;;;;;;;;
MLW_hms_government;Malwa;;;;;;;;;;;;;
MLW_colonial_company;Newab of Malwa;;;;;;;;;;;;;
MLW_liberal;United Democratic Front;;;;;;;;;;;;;
MLW_conservative;Democratic Progressive Party;;;;;;;;;;;;;
MLW_socialist;Alliance for Democracy;;;;;;;;;;;;;
MLW_reactionary;Malawi Congress Party;;;;;;;;;;;;;
MLW_anarcho_liberal;Malawi Forum for Unity and Development;;;;;;;;;;;;;
MLW_communist;Communist Party of Malawi;;;;;;;;;;;;;
MLW_fascist;Fascist Party of Malawi;;;;;;;;;;;;;
MLY;Malaysia;;;;;;;;;;;;;
MLY_ADJ;Malaysian;;;;;;;;;;;;;
MLY_absolute_monarchy;Malaya;;;;;;;;;;;;;
MLY_prussian_constitutionalism;Malaya;;;;;;;;;;;;;
MLY_hms_government;Malay Federation;;;;;;;;;;;;;
MLY_absolute_monarchy_ADJ;Malay;;;;;;;;;;;;;
MLY_prussian_constitutionalism_ADJ;Malay;;;;;;;;;;;;;
MLY_hms_government_ADJ;Malay;;;;;;;;;;;;;
MOD_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
MOD_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
MOD_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
MOD_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
MOD_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
MOD_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
MOD_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
MOD_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
MOD_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
MOZ;Mozambique;;;;;;;;;;;;;
MOZ_ADJ;Mozambican;;;;;;;;;;;;;
MOZ_liberal;Social Liberal Party;;;;;;;;;;;;;
MOZ_conservative;Mozambique Democratic Party;;;;;;;;;;;;;
MOZ_socialist;UDENAMO;;;;;;;;;;;;;
MOZ_reactionary;RENAMO;;;;;;;;;;;;;
MOZ_anarcho_liberal;Independent Party of Mozambique;;;;;;;;;;;;;
MOZ_communist;FRELIMO;;;;;;;;;;;;;
MOZ_fascist;Mozambique People's Progress Party;;;;;;;;;;;;;
MRS;Marshall Islands;Marshall Islands;Marshall Islands;;;;;;;;;;;
MRS_ADJ;Marshallese;Marshallese;Marshallese;;;;;;;;;;;
MRT;Marathas;;;;;;;;;;;;;
MRT_ADJ;Marathi;;;;;;;;;;;;;
MRT_absolute_monarchy;Maratha Empire;;;;;;;;;;;;;
MRT_prussian_constitutionalism;Maratha Empire;;;;;;;;;;;;;
MRT_democracy;Maratha Confederacy;;;;;;;;;;;;;
MRT_french_bourbon;Maratha Republic;;;;;;;;;;;;;
MRU;The Maritime Republic;;;;;;;;;;;;;
MRU_absolute_monarchy;The Maritime Union;;;;;;;;;;;;;
MRU_prussian_constitutionalism;The Maritime Union;;;;;;;;;;;;;
MRU_hms_government;The Maritime Union;;;;;;;;;;;;;
MRU_ADJ;Maritime;;;;;;;;;;;;;
NEJ_absolute_monarchy;Emirate of Nejd;;;;;;;;;;;;;
NEJ_prussian_constitutionalism;Emirate of Nejd;;;;;;;;;;;;;
NEJ_hms_government;Emirate of Nejd;;;;;;;;;;;;;
NEJ_absolute_monarchy_ADJ;Saudi;;;;;;;;;;;;;
NEJ_prussian_constitutionalism_ADJ;Saudi;;;;;;;;;;;;;
NEJ_hms_government_ADJ;Saudi;;;;;;;;;;;;;
NEJ_conservative;Al-Sa'ud;;;;;;;;;;;;;
NEJ_liberal;Al-Ahrar;;;;;;;;;;;;;
NEJ_reactionary;Al-Da'wa al-Wahhabiyyah;;;;;;;;;;;;;
NEJ_anarcho_liberal;Al-Hizb al-Metterf;;;;;;;;;;;;;
NEJ_socialist;Hizb al-Ba'ath al-'Arabi al-Ishtiraki;;;;;;;;;;;;;
NEJ_communist;Al-Hizb al-Shuyu'i;;;;;;;;;;;;;
NEJ_fascist;Al-Hizb al-Fashy;;;;;;;;;;;;;
NGR;Nigeria;;;;;;;;;;;;;
NGR_ADJ;Nigerian;;;;;;;;;;;;;
NGR_liberal;National Council;;;;;;;;;;;;;
NGR_conservative;Northern People's Congress;;;;;;;;;;;;;
NGR_socialist;Action Group;;;;;;;;;;;;;
NGR_reactionary;Nigerian National Democratic Party;;;;;;;;;;;;;
NGR_anarcho_liberal;NEPU;;;;;;;;;;;;;
NGR_communist;Commoners Party;;;;;;;;;;;;;
NGR_fascist;Dynamic Party;;;;;;;;;;;;;
NIG;Niger;;;;;;;;;;;;;
NIG_ADJ;Nigerien;;;;;;;;;;;;;
NIG_liberal;UPDP;;;;;;;;;;;;;
NIG_conservative;Democratic and Social Convention;;;;;;;;;;;;;
NIG_socialist;Sawaba;;;;;;;;;;;;;
NIG_reactionary;MNSD;;;;;;;;;;;;;
NIG_anarcho_liberal;;;;;;;;;;;;;;
NIG_communist;Progressive Party;;;;;;;;;;;;;
NIG_fascist;Party for People's Dignity;;;;;;;;;;;;;
NOR_liberal;Liberals;;;;;;;;;;;;;
NOR_liberal_2;Venstre;;;;;;;;;;;;;
NOR_conservative;Conservatives;;;;;;;;;;;;;
NOR_conservative_2;H¯yre;;;;;;;;;;;;;
NOR_conservative_3;Moderate Venstre;;;;;;;;;;;;;
NOR_conservative_4;Samlingspartiet;;;;;;;;;;;;;
NOR_conservative_5;Frisinnede Venstre;;;;;;;;;;;;;
NOR_conservative_6;Kristelig Folkeparti;;;;;;;;;;;;;
NOR_anarcho_liberal_2;Arbeiderdemokratene;;;;;;;;;;;;;
NOR_socialist;Socialists;;;;;;;;;;;;;
NOR_socialist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_3;Norges Socialdemokratiske Arbeiderparti;;;;;;;;;;;;;
NOR_socialist_4;Bondepartiet;;;;;;;;;;;;;
NOR_communist_2;Det Norske Arbeiderparti;;;;;;;;;;;;;
NOR_communist_3;Norges Kommunistiske Parti;;;;;;;;;;;;;
NOR_fascist;Nationalists;;;;;;;;;;;;;
NOR_fascist_2;Nasjonal Samling;;;;;;;;;;;;;
CZH_fascist;Vlajka;;;;;;;;;;;;;
SLV_fascist;Slovensk· Ludov· Strana;;;;;;;;;;;;;
BEL_fascist;Parti Rexiste;;;;;;;;;;;;;
NOV;Nova Scotia;Nouvelle-…cosse;Neuschottland;;;;;;;;;;;
NOV_ADJ;Nova Scotian;Nouvelle-…cossais;Neuschottisch;;;;;;;;;;;
NOV_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
NOV_conservative;Conservative Party;Parti conservateur;Conservative Party;;;;;;;;;;;
NOV_reactionary;Nationalist Party;Parti nationaliste;Nationalist Party;;;;;;;;;;;
NOV_anarcho_liberal;Radical Party;Parti radical;Radical Party;;;;;;;;;;;
NOV_socialist;Socialist Party;Parti socialiste;Socialist Party;;;;;;;;;;;
NOV_communist;Communist Party;Parti communiste;Communist Party;;;;;;;;;;;
NOV_fascist;Fascist Party;Parti fasciste;Fascist Party;;;;;;;;;;;
NOV_french_bourbon;Alba Nuadh;;;;;;;;;;;;;
NOV_french_bourbon_adj;Albannaich;;;;;;;;;;;;;
NQL;North Queensland;North Queensland;North Queensland;;;;;;;;;;;
NQL_ADJ;North Queenslander;North Queenslander;North Queenslander;;;;;;;;;;;
NQL_french_bourbon;Capricornia;Capricornia;Capricornia;;;;;;;;;;;
NQL_french_bourbon_ADJ;Capricornian;Capricornian;Capricornian;;;;;;;;;;;
NQL_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NQL_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NQL_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NQL_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NQL_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NQL_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NQL_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NQL_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NQL_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NQL_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NQL_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NQL_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
NSW;New South Wales;New South Wales;New South Wales;;;;;;;;;;;
NSW_ADJ;New South Welsh;New South Welsh;New South Welsh;;;;;;;;;;;
NSW_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NSW_conservative_1;Protectionist Party;Protectionist Party;Protectionist Party;;;;;;;;;;;
NSW_conservative_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_conservative_3;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NSW_conservative_4;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NSW_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NSW_liberal_1;Free Trade Party;Free Trade Party;Free Trade Party;;;;;;;;;;;
NSW_liberal_2;Liberal Reform Party;Liberal Reform Party;Liberal Reform Party;;;;;;;;;;;
NSW_liberal_3;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NSW_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NSW_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NSW_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NSW_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NSW_reactionary_1;Farmers and Settlers Party;Farmers and Settlers Party;Farmers and Settlers Party;;;;;;;;;;;
NSW_reactionary_2;Progressive Party;Progressive Party;Progressive Party;;;;;;;;;;;
NSW_reactionary_3;Country Party;Country Party;Country Party;;;;;;;;;;;
NSW_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NSW_fascist;New Guard;New Guard;New Guard;;;;;;;;;;;
NTA;North Australia;North Australia;North Australia;;;;;;;;;;;
NTA_ADJ;North Australian;North Australian;North Australian;;;;;;;;;;;
NTA_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
NTA_conservative_1;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
NTA_conservative_2;United Australia Party;United Australia Party;United Australia Party;;;;;;;;;;;
NTA_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
NTA_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
NTA_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
NTA_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
NTA_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
NTA_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
NTA_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
NTA_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
NTA_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
YEM_french_bourbon;People's Republic of Yemen;;;;;;;;;;;;;
NYE;North Yemen;;;;;;;;;;;;;
NYE_democracy;Yemen Arab Republic;;;;;;;;;;;;;
NYE_presidential_dictatorship;Yemen Arab Republic;;;;;;;;;;;;;
NYE_ADJ;North Yemeni;;;;;;;;;;;;;
NYE_theocracy;Zaydi;;;;;;;;;;;;;
NYE_absolute_monarchy;Mutawakkilite Kingdom;;;;;;;;;;;;;
NYE_prussian_constitutionalism;Kingdom of Yemen;;;;;;;;;;;;;
NYE_hms_government;Kingdom of Yemen;;;;;;;;;;;;;
NYE_absolute_monarchy_ADJ;Zaidiyyah;;;;;;;;;;;;;
OAX;Oaxaca;;;;;;;;;;;;;
OAX_ADJ;Oaxacan;;;;;;;;;;;;;
OAX_conservative;Conservative Party;;;;;;;;;;;;;
OAX_liberal;Liberal Party;;;;;;;;;;;;;
OAX_reactionary;Nationalist Party;;;;;;;;;;;;;
OAX_anarcho_liberal;Radical Party;;;;;;;;;;;;;
OAX_socialist;Socialist Party;;;;;;;;;;;;;
OAX_communist;Communist Party;;;;;;;;;;;;;
OAX_fascist;Fascist Party;;;;;;;;;;;;;
OCC;Occitania;Occitanie;Occitania;;Occitania;;;;;;;;;
OCC_ADJ;Occitan;Occitain;Occitanisch;;Occitano;;;;;;;;;
OCC_reactionary;Partit Reiau-Alo;Partit Reiau-Alo;Partit Reiau-Alo;;Partit Reiau-Alo;;;;;;;;;
OCC_liberal;Partit de lo Nacioun ”ucitano;Partit de lo Nacioun ”ucitano;Partit de lo Nacioun ”ucitano;;;;;;;;;;;
OCC_conservative;Partit Counservadouro;Partit Counservadouro;Partit Counservadouro;;Partit Counservadouro;;;;;;;;;
OCC_socialist;Partit Soucialisto;Partit Soucialisto;Partit Soucialisto;;Partit Soucialisto;;;;;;;;;
OCC_anarcho_liberal;Partit Anarquisto;Partit Anarquisto;Partit Anarquisto;;Partit Anarquisto;;;;;;;;;
OCC_communist;Partit Comunisto;Partit Comunisto;Partit Comunisto;;Partit Comunisto;;;;;;;;;
OCC_fascist;Partit Faissisto;Partit Faissisto;Partit Faissisto;;Partit Faissisto;;;;;;;;;
PAP;The Papal States;;;;;;;;;;;;;
PAP_democracy;The Roman Republic;;;;;;;;;;;;;
PAP_theocracy;The Papal States;;;;;;;;;;;;;
PAP_presidential_dictatorship;The Roman Republic;;;;;;;;;;;;;
PAP_bourgeois_dictatorship;The Roman Republic;;;;;;;;;;;;;
PAP_french_bourbon;The People's Republic of Rome;;;;;;;;;;;;;
PAP_absolute_monarchy;Lazio;;;;;;;;;;;;;
PAP_prussian_constitutionalism;Lazio;;;;;;;;;;;;;
PAP_hms_government;Lazio;;;;;;;;;;;;;
PAP_ADJ_democracy;Roman;;;;;;;;;;;;;
PAP_ADJ_presidential_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_bourgeois_dictatorship;Roman;;;;;;;;;;;;;
PAP_ADJ_french_bourbon;Roman;;;;;;;;;;;;;
PAP_ADJ_theocracy;Papal;;;;;;;;;;;;;
PAP_ADJ;Roman;;;;;;;;;;;;;
PAR_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
